region,ages,year,population
MI,total,2002,10015710
MI,total,2005,10051137
SC,under18,1998,1006371
SC,under18,1999,1007050
KY,under18,2006,1011295
ID,total,1990,1012384
RI,total,1992,1012581
DC,under18,2010,101309
RI,total,1993,1015113
RI,total,1994,1015960
SC,under18,2001,1016134
PR,under18,2005,1019447
SC,under18,2002,1020531
RI,total,1996,1020893
SC,under18,2003,1023785
AZ,under18,1991,1028285
SC,under18,2004,1029111
RI,total,1998,1031155
PR,under18,2004,1035919
DC,under18,2007,104126
SC,under18,2006,1050042
RI,total,2000,1050268
RI,total,2012,1050304
RI,total,2011,1050350
PR,under18,2003,1050615
AZ,under18,1992,1055572
AL,under18,1991,1060794
RI,total,2006,1063096
RI,total,2005,1067916
RI,total,2003,1071342
DC,under18,2005,107187
AL,under18,1992,1072873
RI,total,2004,1074579
DC,under18,2012,107642
SC,under18,2012,1077455
PR,under18,2001,1077566
SC,under18,2013,1079798
OH,total,1990,10864162
PR,under18,2000,1089063
AZ,under18,1993,1094233
OH,total,1991,10945762
NH,total,1991,1109929
AL,under18,1995,1110553
AL,under18,2013,1111481
AL,under18,1996,1112092
AL,under18,2003,1113083
AL,under18,2004,1113662
DC,under18,2003,111403
LA,under18,2009,1114228
LA,under18,2012,1114620
DC,under18,2013,111474
LA,under18,2011,1116579
AL,under18,2005,1117229
AL,under18,2012,1117489
AL,under18,1999,1121287
AL,under18,2000,1122273
AL,under18,1997,1122893
OH,total,1996,11242827
CO,under18,2001,1126647
OH,total,1997,11277357
AL,under18,2010,1130966
AL,under18,2008,1134927
HI,total,1991,1136754
DC,under18,2002,113822
CO,under18,2002,1138273
OH,total,2005,11463320
DC,under18,1999,115003
OH,total,2007,11500468
OH,total,2008,11515391
OH,total,2009,11528896
OH,total,2011,11549772
IL,total,1991,11568964
HI,total,1992,1158613
DC,under18,1991,116825
CO,under18,2006,1171832
NH,total,1996,1174719
ID,total,1995,1177322
LA,under18,2005,1177954
MD,under18,1990,1180426
DC,under18,1992,118636
HI,total,1994,1187536
LA,under18,2003,1188070
NH,total,1997,1189425
CO,under18,2007,1189434
MN,under18,1991,1191207
LA,under18,2002,1194819
DC,under18,1997,119531
HI,total,1995,1196854
IL,total,1995,12008437
CO,under18,2008,1203289
LA,under18,2001,1204187
NH,total,1998,1205941
MD,under18,1991,1208898
HI,total,1999,1210300
HI,total,1997,1211640
PA,total,1993,12119724
DC,under18,1996,121210
MN,under18,1992,1213068
PA,total,1994,12166050
CO,under18,2009,1217213
IL,total,1997,12185715
PA,total,1995,12198403
DC,under18,1994,122170
NH,total,1999,1222015
HI,total,2001,1225948
CO,under18,2010,1226619
LA,under18,1999,1227167
PA,total,2001,12298970
CO,under18,2011,1230178
LA,under18,1998,1232984
PA,total,2002,12331031
ME,total,1991,1237081
LA,under18,1993,1239161
LA,under18,1997,1239665
WY,under18,2005,124022
ME,total,1994,1242662
IL,total,2000,12434161
IL,total,2001,12488445
LA,under18,1995,1250112
PA,total,2006,12510809
IL,total,2002,12525556
ME,total,1997,1254774
WY,under18,2002,125495
NH,total,2001,1255517
PA,total,2008,12612285
WY,under18,2001,126212
VT,under18,2011,126500
ME,total,1999,1266808
NH,total,2002,1269089
IL,total,2007,12695866
IL,total,2008,12747038
ME,total,2000,1277072
MN,under18,2013,1279111
MN,under18,2011,1280424
MN,under18,2005,1280557
MN,under18,2004,1281946
MN,under18,2003,1283687
MN,under18,2009,1284103
TN,under18,1993,1285044
MN,under18,2007,1285074
ME,total,2001,1285692
AZ,under18,1998,1285794
VT,under18,2010,128601
IL,total,2012,12868192
WY,under18,2000,128774
MN,under18,2001,1291261
NV,total,1991,1296172
NH,total,2005,1298492
WI,under18,1990,1302869
FL,total,1990,13033307
MD,under18,1996,1303816
VT,under18,2009,130450
ME,total,2003,1306513
WI,under18,2013,1307776
NH,total,2006,1308389
HI,total,2006,1309731
ME,total,2004,1313688
WI,under18,1991,1314855
NH,total,2009,1316102
NH,total,2011,1318075
ID,total,2001,1319962
NH,total,2013,1323459
WA,under18,1991,1326527
ME,total,2010,1327366
ME,total,2012,1328501
ME,total,2009,1329590
TN,under18,1995,1331616
HI,total,2008,1332213
FL,total,1991,13369798
WI,under18,1993,1337334
MD,under18,1998,1338727
ID,total,2002,1340372
WI,under18,2008,1345573
WI,under18,1994,1348110
MD,under18,1999,1348659
MD,under18,2011,1348766
WI,under18,2007,1348901
WI,under18,2005,1349866
WI,under18,1995,1351343
WY,under18,2011,135407
WY,under18,1996,135698
WI,under18,2003,1358505
MD,under18,2001,1366552
VT,under18,2006,136731
WY,under18,1995,136785
MD,under18,2007,1369563
WI,under18,2000,1370440
WY,under18,1993,137458
WY,under18,2013,137679
HI,total,2011,1376897
WY,under18,1994,137733
MD,under18,2006,1377756
MO,under18,1994,1378700
WA,under18,1993,1387716
HI,total,2012,1390090
ID,total,2004,1391802
MO,under18,1995,1393554
MO,under18,2013,1397685
AZ,under18,2001,1399015
MA,under18,2012,1399417
TN,under18,2000,1399685
WA,under18,1994,1409922
TN,under18,2002,1414857
MO,under18,2004,1420956
MA,under18,2009,1422935
MO,under18,2010,1424042
ID,total,2005,1428241
MO,under18,2006,1428324
MO,under18,1998,1428999
MA,under18,2008,1429727
MO,under18,2007,1431346
TN,under18,2004,1433343
MA,under18,1994,1437069
IN,under18,1990,1437209
MA,under18,2007,1439757
VT,under18,2002,144441
TN,under18,2005,1449326
WA,under18,1996,1449613
MA,under18,2006,1450202
IN,under18,1991,1450759
IN,under18,1992,1461650
ND,under18,2006,147331
VT,under18,2000,147549
AZ,under18,2004,1484454
ND,under18,2009,148674
ND,under18,2004,149128
TN,under18,2013,1491577
IN,under18,1994,1491802
TN,under18,2012,1492689
MA,under18,1999,1495818
WA,under18,1999,1507824
VT,under18,1994,150794
WA,under18,2000,1516361
WA,under18,2002,1517655
VA,under18,1990,1520670
NM,total,1990,1521574
ND,under18,2011,152357
AZ,under18,2005,1529168
ND,under18,2002,153097
IN,under18,1997,1539270
VA,under18,1991,1548258
FL,total,1998,15486559
IN,under18,1998,1551960
ND,under18,2012,156765
ID,total,2010,1570718
WA,under18,2009,1574403
IN,under18,2002,1580814
NE,total,1990,1581660
ID,total,2011,1583930
IN,under18,2004,1586281
WA,under18,2012,1588451
IN,under18,2011,1598091
AZ,under18,2007,1607895
NE,total,1992,1611687
AZ,under18,2011,1616353
NE,total,1993,1625590
AZ,under18,2010,1628563
VA,under18,1994,1628711
ND,under18,1999,163056
FL,total,2001,16356966
NM,total,1993,1636453
NC,under18,1991,1640394
NE,total,1995,1656993
NV,total,1996,1666320
FL,total,2002,16689370
NE,total,1996,1673740
NM,total,1994,1682398
ND,under18,1996,169257
DE,under18,1991,169910
VA,under18,1998,1706261
NE,total,2000,1713820
NE,total,2001,1719836
ND,under18,1994,172160
UT,total,1990,1731223
VA,under18,2000,1741420
FL,total,2004,17415318
GA,under18,1990,1747363
NE,total,2004,1749370
NE,total,2006,1772693
NM,total,1997,1774839
NE,total,2007,1783440
FL,total,2005,17842038
WV,total,2001,1801481
NM,total,1999,1808082
WV,total,1999,1811799
WV,total,2003,1812295
TX,total,1993,18161612
VA,under18,2005,1816270
DE,under18,1995,181736
WV,total,1993,1817539
GA,under18,1992,1817781
WV,total,1997,1819113
NC,under18,1996,1821506
WV,total,1995,1823700
WV,total,2006,1827912
NE,total,2010,1829838
NM,total,2001,1831690
VA,under18,2007,1834386
UT,total,1992,1836799
NY,total,1993,18374954
VA,under18,2008,1838361
DE,under18,1996,184021
NE,total,2011,1841749
NY,total,1994,18459470
AK,under18,1992,184878
AK,under18,1995,184990
AK,under18,2005,185304
NV,total,1998,1853192
AK,under18,1996,185360
VA,under18,2010,1855025
WV,total,2011,1855184
VA,under18,2011,1857585
VA,under18,2012,1861323
FL,total,2009,18652644
DE,under18,1997,186607
NE,total,2013,1868516
AK,under18,1994,187439
AK,under18,1997,188280
AK,under18,2011,188329
AK,under18,2002,188482
NY,total,1999,18882725
NC,under18,1998,1894753
NY,total,2000,19001780
NY,total,2001,19082838
NY,total,2006,19104631
NY,total,2007,19132335
NY,total,2005,19132610
NY,total,2008,19212436
DE,under18,1999,192510
NM,total,2005,1932274
TX,total,1996,19340342
NV,total,1999,1934718
NY,total,2011,19502728
UT,total,1994,1960446
NC,under18,2000,1967626
NJ,under18,1994,1968232
DE,under18,2002,196946
SD,under18,2006,197332
TX,total,1997,19740317
DE,under18,2003,198045
GA,under18,1996,1993171
DE,under18,2004,199631
NM,total,2008,2010662
UT,total,1995,2014179
DE,under18,2005,201988
NJ,under18,2013,2022117
SD,under18,2000,202681
NJ,under18,1997,2028349
SD,under18,2010,203145
GA,under18,1997,2034163
SD,under18,2011,203948
NJ,under18,1998,2042080
DE,under18,2012,204586
DE,under18,2011,204801
SD,under18,2012,205298
SD,under18,1996,205780
SD,under18,1997,205978
DE,under18,2009,206213
NJ,under18,2009,2068684
SD,under18,2013,207959
SD,under18,1993,207975
NJ,under18,2000,2088885
NJ,under18,2007,2091023
TX,total,2000,20944499
NJ,under18,2002,2116591
NJ,under18,2003,2126014
TX,total,2001,21319622
UT,total,1998,2165961
NV,total,2002,2173791
MT,under18,2006,221930
MT,under18,2008,223814
TX,total,2004,22394023
MT,under18,2013,223981
GA,under18,2002,2249784
NC,under18,2008,2252101
RI,under18,1990,225923
TX,total,2005,22778123
RI,under18,2008,229798
MT,under18,2000,230067
GA,under18,2004,2308855
MT,under18,1999,231133
MT,under18,1998,231746
RI,under18,1992,232630
MT,under18,1997,232813
MI,under18,2010,2333121
MT,under18,1993,234987
MT,under18,1996,235294
AR,total,1990,2356586
MT,under18,1995,236583
TX,total,2007,23831983
UT,total,2004,2401580
RI,under18,1995,240553
RI,under18,1996,240569
RI,under18,1998,241760
RI,under18,2005,241932
GA,under18,2007,2456249
KS,total,1990,2481349
RI,under18,2002,248690
AR,total,1994,2494019
MI,under18,1993,2522249
TX,total,2010,25245178
UT,total,2006,2525507
USA,total,1991,252980942
AR,total,1995,2535399
MI,under18,2004,2553314
MI,under18,1995,2556799
USA,total,1992,256514231
MI,under18,1996,2569745
MS,total,1990,2578897
KS,total,1994,2580513
MI,under18,1999,2591944
MI,under18,2000,2596114
USA,total,1993,259918595
NV,total,2007,2601072
AR,total,1997,2601091
ME,under18,2013,261276
KS,total,1996,2614554
MS,total,1992,2623734
USA,total,1994,263125826
TX,total,2013,26448193
NV,total,2008,2653630
MS,total,1993,2655100
UT,total,2008,2663029
OH,under18,2012,2668125
KS,total,1999,2678338
MS,total,1994,2688992
AR,total,2001,2691571
KS,total,2000,2693681
USA,total,1996,269394291
AR,total,2002,2705927
KS,total,2002,2713535
OH,under18,2010,2722589
AR,total,2003,2724816
USA,total,1997,272646932
KS,total,2004,2734373
PA,under18,2012,2737905
AR,total,2004,2749686
KS,total,2006,2762931
OH,under18,2008,2768968
MS,total,1997,2777004
ME,under18,2009,277946
AR,total,2005,2781097
PA,under18,2010,2785316
NV,total,2013,2790136
OH,under18,2007,2790347
OH,under18,2006,2804828
MS,total,1998,2804834
NH,under18,2011,280486
PA,under18,2009,2804929
OH,under18,1991,2806959
USA,total,2000,282162411
IA,total,1993,2836972
AR,total,2007,2848650
MS,total,2001,2852994
UT,total,2012,2854871
MS,total,2002,2858681
ME,under18,2007,286185
NH,under18,1992,286314
PA,under18,1992,2873013
AR,total,2008,2874554
USA,total,2002,287625193
OH,under18,2001,2878123
OH,under18,1995,2879930
PA,under18,2003,2883270
OH,under18,2000,2886585
MS,total,2004,2889010
ME,under18,2006,288945
IA,total,1997,2891119
OH,under18,1999,2893270
PA,under18,2002,2894935
AR,total,2009,2896843
NH,under18,1993,290409
NH,under18,2009,290850
ME,under18,2005,292039
USA,total,2004,292805298
OR,total,1991,2928507
IA,total,2000,2929067
PA,under18,1999,2930193
IA,total,2001,2931997
PA,under18,1998,2940285
PA,under18,1995,2941531
IA,total,2003,2941999
ME,under18,2004,294791
AR,total,2012,2949828
HI,under18,1992,295124
IA,total,2004,2953635
USA,total,2005,295516599
NH,under18,2008,296029
USA,total,2006,298379912
ME,under18,2002,298595
MS,total,2012,2986450
IA,total,2007,2999212
ME,under18,2001,300088
NH,under18,2007,300918
ME,under18,2000,301407
IA,total,2008,3016734
ME,under18,1999,302321
IA,total,2009,3032870
FL,under18,1991,3045638
HI,under18,1998,304576
CA,total,1991,30470736
HI,under18,2012,305981
OR,total,1993,3060367
USA,total,2009,306771529
HI,under18,2013,307266
ME,under18,1996,307740
IL,under18,2011,3089833
HI,under18,1995,310325
ME,under18,1992,310679
ME,under18,1993,310966
IL,under18,2010,3122092
ID,under18,1990,313373
IL,under18,2008,3153401
ID,under18,1991,316732
CA,total,1995,31696582
IL,under18,2007,3170134
IL,under18,2005,3197318
IL,under18,2004,3211599
FL,under18,1993,3214066
OK,total,1992,3220517
IL,under18,1997,3222114
OR,total,1996,3247111
CA,total,1997,32486010
ID,under18,1992,324972
NV,under18,1991,325033
OK,total,1994,3280940
CT,total,1990,3291967
CA,total,1998,32987675
FL,under18,1994,3299887
CT,total,1991,3302895
OR,total,1997,3304310
OK,total,1995,3308208
OR,total,1998,3352449
OK,total,1997,3372918
CO,total,1991,3387119
CA,total,2000,33987977
OK,total,1998,3405194
OR,total,2000,3429708
CA,total,2001,34479458
OK,total,2000,3454365
OR,total,2001,3467937
ID,under18,1995,349248
CO,total,1992,3495939
CT,total,2004,3496094
FL,under18,1997,3502269
OK,total,2003,3504892
CT,total,2006,3517460
CT,total,2007,3527270
ID,under18,1996,353824
OK,total,2005,3548597
NV,under18,1993,354990
ID,under18,1997,357779
CT,total,2011,3588948
CT,total,2013,3596080
CA,total,2006,36021202
PR,total,2013,3615086
SC,total,1992,3620464
ID,under18,1998,362189
OK,total,2007,3634349
FL,under18,2000,3654880
OR,total,2006,3670883
KY,total,1990,3694048
CA,total,2009,36961229
SC,total,1994,3705397
CO,total,1994,3724168
ID,under18,2001,373145
PR,total,2009,3740410
OK,total,2010,3759263
KY,total,1992,3765469
OR,total,2008,3768748
ID,under18,2003,379241
OR,total,2009,3808600
PR,total,2000,3810605
OK,total,2012,3815780
WV,under18,2013,381678
PR,total,2005,3821362
CO,total,1995,3826653
CA,total,2013,38332521
ID,under18,2004,384692
OR,total,2011,3867937
WV,under18,2009,389036
OR,total,2012,3899801
WV,under18,2005,390431
WV,under18,2006,390637
KY,total,1996,3919536
ID,under18,2005,394651
FL,under18,2011,4002550
WV,under18,2000,401062
KY,total,1999,4018053
CO,total,1997,4018293
SC,total,2000,4024223
FL,under18,2013,4026674
KY,total,2000,4049021
AL,total,1990,4050055
WV,under18,1999,406784
KY,total,2001,4068132
SC,total,2002,4107795
KY,total,2003,4117170
WV,under18,1998,412793
KY,total,2004,4146101
ID,under18,2007,415024
SC,total,2003,4150297
SC,total,2004,4210921
LA,total,1990,4221532
AZ,total,1994,4245089
KY,total,2007,4256672
ID,under18,2012,427177
WV,under18,1994,429128
AL,total,1995,4296800
NY,under18,2010,4318033
WV,under18,1992,433116
KY,total,2010,4347698
SC,total,2006,4357847
AL,total,1997,4367935
LA,total,2007,4375581
KY,total,2012,4379730
KY,total,2013,4395295
AL,total,1998,4404701
CO,total,2001,4425687
MN,total,1991,4440859
AL,total,2000,4452173
NY,under18,1992,4465539
AL,total,2002,4480089
NE,under18,2005,448918
AL,total,2003,4503491
NE,under18,1999,451047
NY,under18,2005,4514456
LA,total,2003,4521042
CO,total,2003,4528732
WY,total,1990,453690
NE,under18,2008,453787
LA,total,2004,4552238
NE,under18,2009,456543
LA,total,2005,4576628
AZ,total,1996,4586940
SC,total,2009,4589872
NE,under18,2011,460872
MN,total,1994,4610355
NM,under18,1991,461811
NY,under18,2003,4619506
LA,total,2013,4625470
AL,total,2006,4628981
CO,total,2005,4631888
SC,total,2010,4636361
NY,under18,1995,4648419
MN,total,1995,4660180
NY,under18,1997,4670787
NY,under18,2001,4672425
NY,under18,1999,4672587
CO,total,2006,4720423
SC,total,2012,4723417
NM,under18,1992,473176
MN,total,1997,4763390
AL,total,2010,4785570
MD,total,1990,4799770
WY,total,1994,480283
AL,total,2013,4833722
NM,under18,1993,487742
AZ,total,1998,4883342
CO,total,2008,4889730
WY,total,1997,489452
TX,under18,1990,4906220
NV,under18,1999,493701
WY,total,2000,494300
WI,total,1991,4964343
NM,under18,1994,497542
MN,total,2001,4982796
TX,under18,1991,5000793
MN,total,2002,5018935
AZ,total,1999,5023823
WA,total,1991,5025624
NM,under18,2006,505125
MD,total,1995,5070033
CO,total,2011,5118400
NM,under18,2012,512314
WI,total,1994,5133678
TN,total,1993,5137584
WY,total,2005,514157
MD,total,1997,5157328
WA,total,1992,5160757
MN,total,2006,5163555
NM,under18,2011,516513
WI,total,1995,5184836
NM,under18,2010,518763
MD,total,1998,5204464
MO,total,1992,5217101
WY,total,2006,522667
TN,total,1994,5231438
MN,total,2008,5247018
WI,total,1997,5266213
CO,total,2013,5268367
AZ,total,2001,5273477
MN,total,2010,5310337
MN,total,2011,5347108
WY,total,2007,534876
MN,total,2012,5379646
MN,total,2013,5420380
MD,total,2002,5440389
WI,total,2002,5445162
WY,total,2008,546043
WA,total,1995,5481027
AZ,total,2003,5510364
MD,total,2004,5546935
IN,total,1990,5557798
WY,total,2009,559851
MO,total,2001,5641142
DC,total,1998,565232
AZ,total,2004,5652404
MD,total,2007,5653408
IN,total,1992,5674547
DC,total,2004,567754
DC,total,2003,568502
WI,total,2010,5689060
NV,under18,2003,568963
AK,total,1991,570193
MO,total,2003,5709403
DC,total,2000,572046
DC,total,1996,572379
VT,total,1992,572751
MD,total,2009,5730388
WI,total,2013,5742713
WY,total,2012,576626
MD,total,2010,5787193
MO,total,2005,5790300
IN,total,1994,5793526
TN,total,2002,5795918
VT,total,1994,583836
TN,total,2003,5847812
MO,total,2007,5887612
VT,total,1995,589003
DC,total,1994,589240
WA,total,2000,5910512
MD,total,2013,5928814
VT,total,1996,593701
DC,total,1992,597567
WA,total,2001,5985722
AK,total,1993,599434
IN,total,1998,5998881
MA,total,1991,6018470
MA,total,1990,6022639
MO,total,2012,6024522
AZ,total,2006,6029141
IN,total,1999,6044970
VT,total,1999,604683
DC,total,2010,605125
WA,total,2002,6052349
DC,total,1990,605321
TX,under18,2002,6060372
MA,total,1993,6060569
VT,total,2000,609618
TX,under18,2003,6132980
MA,total,1995,6141445
IN,total,2002,6155967
VT,total,2003,617858
MA,total,1996,6179756
DC,total,2011,619624
IN,total,2003,6196638
AK,total,1998,619933
TX,under18,2004,6208259
VT,total,2005,621215
VA,total,1990,6216884
MA,total,1997,6226058
IN,total,2004,6233007
VT,total,2007,623481
AK,total,1999,624779
VT,total,2009,624817
WA,total,2005,6257305
AR,under18,1991,626212
MA,total,1998,6271838
IN,total,2005,6278616
AK,total,2000,627963
VA,total,1991,6301217
DC,total,2012,633427
NV,under18,2006,634403
ND,total,1991,635753
WA,total,2006,6370753
UT,under18,1991,637216
TN,total,2011,6398361
MA,total,2005,6403290
MA,total,2006,6410084
VA,total,1992,6414307
MA,total,2007,6431559
ND,total,2004,644705
ND,total,1994,644806
TN,total,2012,6454914
ND,total,2005,646089
DC,total,2013,646449
ND,total,1998,647532
AK,total,2003,648414
IN,total,2010,6489965
ND,total,2006,649422
ND,total,1996,650382
VA,total,1993,6509630
GA,total,1990,6512602
IN,total,2011,6516336
USA,under18,1991,65313018
NV,under18,2007,654053
AZ,total,2012,6551149
MA,total,2010,6563263
IN,total,2013,6570902
VA,total,1994,6593139
AZ,total,2013,6626624
UT,under18,1993,662968
AR,under18,1995,667671
AK,total,2006,675302
AR,under18,2002,678798
TX,under18,2009,6792907
AR,under18,2001,679606
UT,under18,1995,679636
GA,total,1992,6817203
AR,under18,1999,681940
VA,total,1997,6829183
DE,total,1991,683080
AR,under18,2004,683166
ND,total,2011,684867
USA,under18,1994,68640936
KS,under18,1993,687262
AK,total,2008,687455
NC,total,1992,6897214
SD,total,1990,697101
WA,total,2013,6971406
GA,total,1993,6978240
AR,under18,2006,697842
AK,total,2009,698895
VA,total,1999,7000174
USA,under18,1996,70233512
SD,total,1991,703669
NC,total,1993,7042818
KS,under18,2005,704689
KS,under18,2006,705277
DE,total,1993,706378
USA,under18,1997,70920738
KS,under18,2002,709416
AR,under18,2013,709866
KS,under18,1998,710402
VA,total,2000,7105817
KS,under18,2001,710923
KS,under18,2007,711005
USA,under18,1998,71431406
KS,under18,2008,714689
GA,total,1994,7157165
DE,total,1994,717545
IA,under18,2005,718488
NC,total,1994,7187398
UT,under18,2000,721686
IA,under18,2012,723917
IA,under18,2013,724032
IA,under18,2011,725522
IA,under18,2008,725658
USA,under18,2001,72671175
UT,under18,2001,726819
DE,total,1995,729735
USA,under18,2004,73297735
IA,under18,2000,733337
UT,under18,2002,733517
MS,under18,1990,733660
NC,total,1995,7344674
USA,under18,2013,73585872
VA,total,2003,7366977
USA,under18,2006,73757714
UT,under18,2003,740483
USA,under18,2010,74119556
USA,under18,2009,74134167
SD,total,1996,742214
MS,under18,2011,747742
MS,under18,1992,750224
UT,under18,2004,751771
CT,under18,1990,752666
MS,under18,2006,756990
SD,total,2001,757972
MS,under18,2003,759447
MS,under18,2005,760870
MS,under18,2002,763148
DE,total,1998,763335
SD,total,2003,763729
MS,under18,1994,763795
MS,under18,1995,767892
SD,total,2004,770396
MS,under18,1997,774832
VA,total,2007,7751000
NJ,total,1990,7762963
OR,under18,1993,778973
SD,total,2006,783033
VA,total,2009,7925937
NC,total,1999,7949362
DE,total,2001,795699
CA,under18,1990,7980501
SD,total,2008,799124
MT,total,1990,800204
CT,under18,1994,801231
CT,under18,1995,808623
VA,total,2011,8105850
CT,under18,1996,811855
CT,under18,2010,814187
NJ,total,1996,8149596
SD,total,2010,816211
DE,total,2003,818003
VA,total,2012,8186628
NC,total,2001,8210122
NJ,total,1997,8218808
SD,total,2011,823772
VA,total,2013,8260405
CT,under18,2008,826626
NJ,total,1998,8287418
OR,under18,1997,830002
NC,total,2002,8326201
SD,total,2012,834047
OR,under18,1998,837928
CT,under18,2006,839372
CT,under18,2000,842242
OR,under18,1999,843484
CA,under18,1992,8439647
CT,under18,2005,844034
MT,total,1993,844761
SD,total,2013,844877
CT,under18,2001,845850
OR,under18,2004,846786
OR,under18,2000,847511
OR,under18,2001,848663
CT,under18,2002,848877
CT,under18,2004,848979
OR,under18,2005,849323
OR,under18,2003,850251
OR,under18,2002,850733
NJ,total,2002,8552643
OR,under18,2006,857003
OR,under18,2013,857606
DE,total,2006,859268
OR,under18,2007,862161
OR,under18,2010,865129
NJ,total,2007,8677885
UT,under18,2011,881350
NJ,total,2011,8836639
OK,under18,2003,883959
OK,under18,2001,885218
OK,under18,2005,885316
MT,total,1996,886254
NJ,total,2012,8867749
OK,under18,1996,887093
UT,under18,2012,888578
NC,total,2006,8917270
GA,total,2005,8925922
OK,under18,1997,893835
OK,under18,2006,894761
CO,under18,1991,896537
PR,under18,2010,896945
MT,total,1999,897508
MT,total,2001,906961
CA,under18,1996,9079519
DE,total,2011,907985
OK,under18,2008,910617
CA,under18,1997,9135359
CA,under18,1998,9163238
DE,total,2012,917053
MT,total,2003,919630
SC,under18,1990,921041
OK,under18,2009,922711
CA,under18,2011,9252336
CO,under18,1992,925577
CA,under18,2000,9267089
CA,under18,2010,9284094
NC,total,2008,9309449
CA,under18,2008,9321621
CA,under18,2001,9325466
CA,under18,2007,9335620
SC,under18,1991,936122
MT,total,2005,940102
CA,under18,2005,9405565
CA,under18,2004,9418497
CO,under18,1993,947806
MI,total,1992,9479065
KY,under18,1991,951512
KY,under18,1992,963861
NC,total,2011,9651377
CO,under18,1994,966412
NC,total,2012,9748364
MT,total,2008,976415
MI,total,1997,9809051
GA,total,2011,9810181
KY,under18,1994,981439
MT,total,2009,983982
CO,under18,1995,984310
KY,under18,1996,987062
MI,total,1999,9897116
MI,total,2009,9901591
MI,total,2008,9946889
KY,under18,2002,995251
KY,under18,1998,997296
MT,total,2011,997600
KY,under18,2004,998459
KY,under18,2003,998485
MI,total,2001,9991120
GA,total,2013,9992167
PR,total,1990,NaN
PR,total,1995,NaN
PR,under18,1991,NaN
PR,under18,1993,NaN
PR,total,1994,NaN
PR,under18,1998,NaN
PR,total,1993,NaN
